gene_name	gene_id	spot_id	x	y	z	plane_id	neighbour	neighbour_array	neighbour_prob	omp_score
Zbtb20	281	151	14.664	21.398	54.184993743896484	54	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	152	11.777	7.731	46.26103591918945	46	1	[1, 2, 8, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	153	21.14	10.06	65.85274505615234	65	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	154	72.33	30.069	64.21380615234375	64	2	[2, 3, 9, 10, 1, 4, 0]	[0.665, 0.321, 0.007, 0.006, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	155	27.743	4.59	61.53705978393555	61	1	[1, 2, 8, 9, 0, 3, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	156	57.045	19.792	35.444522857666016	35	2	[2, 1, 9, 3, 8, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	157	1.607	11.409	47.84712600708008	47	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	158	15.624	38.926	66.03470611572266	66	1	[1, 8, 9, 2, 15, 0, 16]	[0.947, 0.053, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	159	55.97	22.716	15.494288444519043	15	2	[2, 1, 8, 9, 0, 3, 10]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	160	20.007	1.513	58.4141731262207	58	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	161	3.424	18.769	19.346229553222656	19	1	[1, 8, 2, 0, 9, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	162	13.393	38.678	20.95020294189453	20	8	[8, 1, 2, 15, 0, 9, 16]	[0.991, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	163	17.324	11.847	36.40718078613281	36	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	164	16.25	32.853	49.32897186279297	49	1	[1, 8, 2, 9, 15, 0, 16]	[0.985, 0.015, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	165	13.705	24.883	47.74051284790039	47	1	[1, 8, 2, 9, 0, 15, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	166	41.208	18.857	49.80354690551758	49	2	[2, 1, 9, 8, 3, 10, 0]	[0.786, 0.214, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	167	44.435	48.027	65.32953643798828	65	9	[9, 2, 8, 1, 10, 16, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	168	34.726	30.751	32.378543853759766	32	1	[1, 8, 2, 9, 0, 15, 16]	[0.934, 0.062, 0.004, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	169	7.753	29.485	41.48324966430664	41	1	[1, 8, 2, 9, 15, 0, 16]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	170	23.876	9.361	52.71116638183594	52	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	171	15.969	17.484	35.81084060668945	35	1	[1, 8, 2, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	172	22.309	26.941	27.551143646240234	27	1	[1, 8, 2, 9, 0, 15, 16]	[0.989, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	173	32.196	28.433	56.980777740478516	56	1	[1, 2, 8, 9, 3, 15, 0]	[0.98, 0.019, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	174	13.435	34.179	73.66560363769531	73	1	[1, 8, 2, 9, 15, 0, 16]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	175	23.48	10.381	41.90452575683594	41	1	[1, 2, 8, 9, 0, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	176	22.699	7.891	32.9574089050293	32	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	177	54.479	9.891	31.901851654052734	31	2	[2, 1, 3, 9, 8, 0, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	178	21.917	32.94	12.61037540435791	12	8	[8, 1, 2, 0, 9, 15, 16]	[0.898, 0.102, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	179	11.587	10.47	45.90372848510742	45	1	[1, 8, 2, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	180	2.307	3.794	57.988311767578125	57	1	[1, 2, 8, 0, 9, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	181	29.127	18.75	50.23579025268555	50	1	[1, 2, 8, 9, 0, 3, 15]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	182	30.293	18.34	59.67755126953125	59	1	[1, 2, 8, 9, 3, 0, 10]	[0.992, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	183	11.465	52.993	66.2936019897461	66	8	[8, 1, 15, 9, 2, 16, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	184	46.182	31.647	59.51096725463867	59	2	[2, 9, 1, 8, 3, 10, 0]	[0.983, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	185	17.475	34.88	85.1139144897461	85	1	[1, 9, 8, 2, 0, 15, 3]	[0.999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	186	38.666	18.474	61.59217834472656	61	2	[2, 1, 9, 8, 3, 10, 0]	[0.756, 0.244, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	187	20.247	55.249	60.41655731201172	60	8	[8, 15, 9, 1, 2, 16, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	188	32.442	21.279	48.48012161254883	48	1	[1, 2, 8, 9, 3, 0, 10]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	189	30.384	22.601	38.83959197998047	38	1	[1, 2, 8, 9, 0, 3, 15]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	190	40.283	17.463	60.32133865356445	60	2	[2, 1, 9, 8, 3, 10, 0]	[0.888, 0.112, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	191	26.067	38.415	61.983306884765625	61	1	[1, 8, 9, 2, 15, 16, 0]	[0.925, 0.073, 0.001, 0.001, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	192	19.202	40.278	49.025081634521484	49	8	[8, 1, 2, 9, 15, 16, 0]	[0.724, 0.276, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	193	30.545	3.458	56.158233642578125	56	1	[1, 2, 8, 9, 0, 3, 10]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	194	22.954	5.239	61.80063247680664	61	1	[1, 2, 8, 9, 0, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	195	31.291	38.402	37.465911865234375	37	8	[8, 1, 2, 9, 15, 16, 0]	[0.84, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	196	36.982	5.533	47.94834899902344	47	1	[1, 2, 8, 9, 3, 0, 10]	[0.864, 0.136, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	197	13.048	29.205	57.955352783203125	57	1	[1, 8, 2, 9, 15, 0, 16]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	198	9.156	13.997	66.75940704345703	66	1	[1, 2, 8, 9, 0, 15, 3]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	199	33.962	7.993	50.0499153137207	50	1	[1, 2, 8, 9, 3, 0, 10]	[0.974, 0.026, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
Zbtb20	281	200	31.497	21.584	66.43497467041016	66	1	[1, 2, 9, 8, 3, 0, 10]	[0.959, 0.041, 0.0, 0.0, 0.0, 0.0, 0.0]	1.0
B2m	14	201	70.204	10.977	60.027156829833984	60	2	[2, 3, 9, 10, 1, 4, 0]	[0.985, 0.015, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Bsg	17	202	65.036	21.5	53.40285873413086	53	2	[2, 3, 9, 10, 1, 8, 0]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Bsg	17	203	44.152	9.368	52.05394744873047	52	2	[2, 1, 9, 3, 8, 0, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Bsg	17	204	48.19	54.172	35.740821838378906	35	8	[8, 9, 16, 2, 15, 1, 0]	[0.681, 0.257, 0.063, 0.0, 0.0, 0.0, 0.0]	2.0
C1qa	18	205	49.288	12.551	49.39372634887695	49	2	[2, 1, 9, 3, 8, 0, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qa	18	206	78.473	11.441	57.19024658203125	57	2	[2, 3, 10, 9, 4, 0, 1]	[0.602, 0.398, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qa	18	207	87.96	31.238	64.02481842041016	64	3	[3, 10, 2, 9, 4, 11, 0]	[0.964, 0.035, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	208	56.955	39.167	40.80413055419922	40	2	[2, 9, 8, 10, 1, 3, 0]	[0.982, 0.018, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	209	53.529	12.992	80.62548828125	80	2	[2, 3, 9, 1, 10, 0, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	210	51.923	7.853	27.834779739379883	27	2	[2, 1, 8, 9, 3, 0, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	211	50.02	32.583	44.936370849609375	44	2	[2, 9, 1, 8, 3, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	212	48.203	26.237	53.5240478515625	53	2	[2, 9, 1, 8, 3, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	213	66.74	36.994	44.53989028930664	44	2	[2, 9, 10, 3, 8, 1, 0]	[0.992, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	214	74.227	12.967	67.11555480957031	67	2	[2, 3, 9, 10, 4, 1, 0]	[0.913, 0.087, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qb	19	215	51.806	33.882	36.282867431640625	36	2	[2, 9, 8, 1, 10, 3, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	216	82.717	17.825	57.37445831298828	57	3	[3, 2, 10, 9, 4, 11, 0]	[0.815, 0.185, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	217	59.526	49.484	80.41142272949219	80	9	[9, 2, 10, 3, 16, 8, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	218	68.189	20.726	74.07881927490234	74	2	[2, 3, 9, 10, 1, 4, 0]	[0.983, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	219	19.013	3.711	50.298946380615234	50	1	[1, 2, 8, 0, 9, 3, 15]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	220	61.884	6.242	50.092185974121094	50	2	[2, 3, 1, 9, 10, 0, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	221	58.26	2.521	70.8598861694336	70	2	[2, 3, 1, 9, 0, 10, 4]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	222	54.91	42.845	48.294700622558594	48	9	[9, 2, 8, 10, 1, 16, 0]	[0.532, 0.468, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	223	47.938	32.59	101.0191650390625	101	9	[9, 2, 3, 10, 1, 0, 8]	[0.895, 0.105, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	224	51.144	38.959	38.1206169128418	38	2	[2, 9, 8, 1, 10, 16, 0]	[0.986, 0.014, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	225	51.502	12.666	83.97083282470703	83	2	[2, 3, 9, 1, 10, 0, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	226	29.307	23.972	62.419708251953125	62	2	[2, 1, 9, 8, 0, 3, 10]	[0.575, 0.425, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	227	74.309	8.49	81.7588119506836	81	3	[3, 2, 9, 10, 4, 0, 1]	[0.902, 0.098, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	228	68.988	4.884	52.67933654785156	52	2	[2, 3, 9, 1, 10, 0, 4]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
C1qc	20	229	43.163	21.504	71.6020278930664	71	2	[2, 9, 1, 3, 8, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cd63	38	230	66.865	42.943	38.944175720214844	38	9	[9, 2, 10, 3, 16, 8, 0]	[0.517, 0.456, 0.027, 0.0, 0.0, 0.0, 0.0]	2.0
Cd9	40	231	50.618	6.856	70.96135711669922	70	2	[2, 1, 3, 9, 0, 10, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsb	66	232	79.838	25.218	66.0301742553711	66	3	[3, 2, 10, 9, 4, 11, 0]	[0.994, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsb	66	233	51.501	11.8	47.004058837890625	47	2	[2, 1, 3, 9, 8, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsb	66	234	47.533	8.65	47.244300842285156	47	2	[2, 1, 3, 9, 8, 0, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsb	66	235	35.23	26.699	29.231353759765625	29	1	[1, 2, 8, 9, 0, 16, 15]	[0.863, 0.121, 0.016, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsb	66	236	33.867	11.354	70.81484985351562	70	2	[2, 1, 9, 8, 3, 0, 10]	[0.934, 0.066, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsb	66	237	79.225	38.634	46.32632064819336	46	10	[10, 2, 3, 9, 11, 17, 0]	[0.971, 0.016, 0.012, 0.002, 0.0, 0.0, 0.0]	2.0
Ctsb	66	238	45.4	18.568	44.27655792236328	44	2	[2, 1, 9, 8, 3, 10, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsd	67	239	40.243	26.399	73.92259216308594	73	2	[2, 9, 1, 8, 3, 10, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsd	67	240	58.816	42.532	27.1722412109375	27	2	[2, 9, 8, 16, 10, 1, 0]	[0.979, 0.019, 0.002, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsd	67	241	39.723	21.065	68.46937561035156	68	2	[2, 1, 9, 8, 3, 10, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsd	67	242	57.772	25.088	43.9619140625	43	2	[2, 9, 1, 3, 10, 8, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsd	67	243	56.943	36.513	47.88938522338867	47	2	[2, 9, 10, 8, 3, 1, 0]	[0.989, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsd	67	244	50.478	11.601	67.06681823730469	67	2	[2, 1, 3, 9, 10, 8, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsl	68	245	43.022	27.821	57.60413360595703	57	2	[2, 1, 9, 8, 3, 10, 0]	[0.999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsl	68	246	57.249	30.567	44.59449768066406	44	2	[2, 9, 1, 3, 10, 8, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsl	68	247	76.15	18.439	63.89326477050781	63	3	[3, 2, 10, 9, 4, 1, 0]	[0.9, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctsl	68	248	79.772	6.144	43.77692413330078	43	2	[2, 3, 4, 10, 9, 0, 1]	[0.664, 0.336, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctss	69	249	46.917	23.133	54.293800354003906	54	2	[2, 9, 1, 8, 3, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctss	69	250	15.75	49.682	77.41473388671875	77	8	[8, 9, 1, 15, 2, 0, 16]	[0.641, 0.357, 0.001, 0.0, 0.0, 0.0, 0.0]	2.0
Ctss	69	251	71.29	2.211	69.55361938476562	69	2	[2, 3, 9, 10, 4, 1, 0]	[0.957, 0.043, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctss	69	252	51.335	2.442	53.952877044677734	53	2	[2, 1, 3, 9, 0, 8, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctss	69	253	41.952	37.344	63.456214904785156	63	9	[9, 2, 1, 8, 10, 3, 0]	[0.811, 0.189, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Ctss	69	254	57.293	11.174	76.06133270263672	76	2	[2, 3, 9, 1, 10, 0, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	255	45.183	41.596	42.79521179199219	42	2	[2, 9, 8, 1, 16, 10, 0]	[0.839, 0.149, 0.012, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	256	67.252	26.328	70.68142700195312	70	2	[2, 3, 9, 10, 1, 4, 0]	[0.994, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	257	65.162	13.433	63.013301849365234	63	2	[2, 3, 9, 10, 1, 0, 4]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	258	70.948	21.539	21.20716667175293	21	2	[2, 3, 9, 10, 0, 1, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	259	54.039	30.847	40.26852035522461	40	2	[2, 9, 1, 8, 3, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	260	43.146	35.684	50.85249710083008	50	2	[2, 9, 1, 8, 10, 3, 0]	[0.988, 0.012, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	261	67.983	42.118	28.32192611694336	28	2	[2, 9, 10, 16, 17, 8, 0]	[0.979, 0.021, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	262	84.053	18.342	52.2690315246582	52	3	[3, 2, 10, 4, 9, 11, 0]	[0.79, 0.21, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	263	42.963	8.066	38.72834014892578	38	2	[2, 1, 8, 9, 3, 0, 10]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	264	66.342	8.635	49.611541748046875	49	2	[2, 3, 9, 1, 10, 0, 4]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Cx3cr1	72	265	46.625	29.497	48.5592041015625	48	2	[2, 9, 1, 8, 3, 10, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Fcer1g	91	266	49.173	40.097	58.06319808959961	58	9	[9, 2, 8, 1, 10, 3, 0]	[0.818, 0.182, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Fcer1g	91	267	50.941	26.145	77.23209381103516	77	2	[2, 9, 3, 1, 10, 8, 0]	[0.992, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Fcer1g	91	268	75.182	15.45	73.14584350585938	73	3	[3, 2, 9, 10, 4, 0, 1]	[0.787, 0.213, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Fcer1g	91	269	66.426	19.429	69.56564331054688	69	2	[2, 3, 9, 10, 1, 0, 4]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Fcer1g	91	270	30.095	4.216	71.28300476074219	71	2	[2, 1, 9, 8, 0, 3, 10]	[0.828, 0.172, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Fos	95	271	56.74	16.942	74.63538360595703	74	2	[2, 3, 9, 1, 10, 0, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Gad1	101	272	39.04	80.721	84.0501708984375	84	9	[9, 16, 15, 8, 23, 10, 0]	[0.751, 0.229, 0.02, 0.0, 0.0, 0.0, 0.0]	2.0
Glul	107	273	70.483	13.443	103.75304412841797	103	3	[3, 2, 9, 10, 0, 4, 1]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Glul	107	274	40.933	37.085	46.43959045410156	46	2	[2, 9, 8, 1, 16, 10, 0]	[0.943, 0.033, 0.014, 0.011, 0.0, 0.0, 0.0]	2.0
Glul	107	275	51.554	38.84	63.663875579833984	63	9	[9, 2, 10, 1, 8, 3, 0]	[0.689, 0.311, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Glul	107	276	86.157	21.214	23.678625106811523	23	2	[2, 3, 10, 11, 4, 0, 9]	[0.932, 0.068, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Glul	107	277	49.845	11.561	64.4141616821289	64	2	[2, 1, 3, 9, 10, 8, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Glul	107	278	62.65	1.846	41.77790069580078	41	2	[2, 3, 1, 9, 0, 10, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Gng12	109	279	40.145	68.35	63.9445915222168	63	9	[9, 16, 15, 8, 10, 2, 0]	[0.98, 0.012, 0.007, 0.0, 0.0, 0.0, 0.0]	2.0
Gpr83	113	280	71.834	46.065	15.136481285095215	15	17	[17, 10, 2, 16, 9, 0, 8]	[0.924, 0.047, 0.016, 0.009, 0.005, 0.0, 0.0]	2.0
Hexb	119	281	57.564	9.099	40.343666076660156	40	2	[2, 1, 3, 9, 8, 0, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Hexb	119	282	70.524	20.656	47.513553619384766	47	2	[2, 3, 9, 10, 1, 4, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Hexb	119	283	72.383	19.823	58.10307312011719	58	2	[2, 3, 9, 10, 4, 1, 0]	[0.99, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Hexb	119	284	35.559	41.906	62.60456466674805	62	9	[9, 2, 8, 1, 15, 16, 0]	[0.94, 0.056, 0.003, 0.001, 0.0, 0.0, 0.0]	2.0
Hexb	119	285	52.372	11.053	66.36276245117188	66	2	[2, 3, 1, 9, 10, 8, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Itgam	132	286	42.759	63.978	34.60212707519531	34	8	[8, 16, 9, 15, 2, 17, 0]	[0.92, 0.046, 0.033, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	287	48.545	7.31	76.1960220336914	76	2	[2, 1, 3, 9, 0, 10, 8]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	288	30.214	25.791	67.56990814208984	67	2	[2, 1, 9, 8, 3, 0, 10]	[0.577, 0.42, 0.002, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	289	29.888	15.595	39.57676315307617	39	1	[1, 2, 8, 9, 0, 3, 15]	[0.974, 0.026, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	290	31.921	3.044	24.17682456970215	24	1	[1, 2, 8, 0, 9, 3, 10]	[0.987, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	291	27.125	30.503	71.15480041503906	71	1	[1, 2, 9, 8, 0, 3, 15]	[0.762, 0.203, 0.034, 0.001, 0.0, 0.0, 0.0]	2.0
Junb	134	292	38.281	47.416	56.55534362792969	56	9	[9, 8, 2, 1, 16, 15, 0]	[0.986, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	293	50.202	37.704	33.43851089477539	33	2	[2, 9, 8, 1, 10, 16, 0]	[0.957, 0.035, 0.008, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	294	61.261	57.18	53.72996520996094	53	9	[9, 10, 16, 2, 8, 17, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	295	73.594	18.782	67.75102996826172	67	2	[2, 3, 9, 10, 4, 1, 0]	[0.609, 0.391, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	296	57.95	64.933	78.94366455078125	78	9	[9, 10, 16, 2, 8, 15, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	297	56.515	21.644	11.08018684387207	11	2	[2, 1, 8, 0, 9, 3, 10]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	298	32.767	22.901	46.57905960083008	46	1	[1, 2, 8, 9, 0, 3, 10]	[0.675, 0.325, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	299	85.613	4.891	56.91972732543945	56	3	[3, 2, 4, 10, 9, 0, 11]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	300	64.634	39.907	51.60316848754883	51	9	[9, 2, 10, 3, 8, 16, 0]	[0.789, 0.21, 0.001, 0.0, 0.0, 0.0, 0.0]	2.0
Junb	134	301	77.884	29.384	97.78412628173828	97	3	[3, 10, 9, 2, 4, 0, 11]	[0.998, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	2.0
