gene_name	gene_id	spot_id	x	y	z	plane_id	neighbour	neighbour_array	neighbour_prob	omp_score
Bsg	17	12579	224.162	91.922	30.923782348632812	30	21	[21, 20, 28, 14, 27, 13, 0]	[0.987, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Bsg	17	12580	219.693	119.088	61.05512237548828	61	28	[28, 27, 21, 20, 35, 34, 0]	[0.923, 0.072, 0.005, 0.0, 0.0, 0.0, 0.0]	21.0
Bsg	17	12581	239.202	124.006	65.6243667602539	65	28	[28, 21, 35, 27, 34, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Bsg	17	12582	226.731	121.554	46.53822326660156	46	28	[28, 27, 21, 35, 20, 34, 0]	[0.999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Bsg	17	12583	220.456	79.624	45.41007614135742	45	21	[21, 20, 14, 13, 28, 27, 0]	[0.997, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]	21.0
Car4	27	12584	214.287	90.082	90.83964538574219	90	21	[21, 20, 27, 14, 0, 28, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Car4	27	12585	214.17	89.511	60.42107009887695	60	21	[21, 20, 27, 13, 14, 28, 0]	[0.987, 0.013, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Car4	27	12586	206.004	106.624	42.61962127685547	42	20	[20, 27, 21, 28, 19, 26, 0]	[0.66, 0.338, 0.001, 0.0, 0.0, 0.0, 0.0]	21.0
Cldn5	49	12587	239.801	86.828	69.32115173339844	69	21	[21, 14, 28, 20, 13, 0, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Cnr1	50	12588	229.859	84.618	63.15829086303711	63	21	[21, 14, 20, 28, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Cplx2	55	12589	212.702	102.537	54.75962448120117	54	20	[20, 27, 21, 28, 13, 19, 0]	[0.905, 0.059, 0.03, 0.006, 0.0, 0.0, 0.0]	21.0
Ctsb	66	12590	227.741	60.467	50.28091049194336	50	14	[14, 13, 21, 7, 20, 6, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Ddc	77	12591	228.733	85.52	41.16789627075195	41	21	[21, 14, 20, 28, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Ddc	77	12592	245.591	104.399	44.10359573364258	44	21	[21, 28, 20, 14, 27, 35, 0]	[0.991, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12593	217.424	103.674	86.93327331542969	86	21	[21, 27, 28, 20, 0, 26, 19]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12594	248.752	40.6	56.16826629638672	56	14	[14, 7, 21, 13, 6, 0, 20]	[0.984, 0.016, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12595	214.676	128.65	31.577739715576172	31	27	[27, 28, 35, 34, 20, 21, 0]	[0.59, 0.41, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12596	241.761	101.061	64.63196563720703	64	21	[21, 28, 14, 20, 27, 35, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12597	237.388	90.605	45.901878356933594	45	21	[21, 14, 28, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12598	246.116	29.064	36.01754379272461	36	7	[7, 14, 13, 6, 0, 21, 20]	[0.867, 0.133, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12599	221.409	103.33	63.62311935424805	63	21	[21, 28, 27, 20, 14, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12600	249.653	83.613	34.90885925292969	34	21	[21, 14, 28, 20, 0, 13, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12601	208.074	89.048	51.756710052490234	51	20	[20, 21, 13, 27, 14, 28, 0]	[0.545, 0.455, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12602	203.896	102.501	42.27181625366211	42	20	[20, 27, 21, 28, 19, 13, 0]	[0.987, 0.01, 0.003, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12603	231.276	104.887	36.953678131103516	36	21	[21, 28, 20, 27, 14, 35, 0]	[0.991, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Epas1	86	12604	223.895	90.08	39.25320053100586	39	21	[21, 20, 14, 28, 13, 27, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12605	216.988	60.3	41.58589553833008	41	14	[14, 13, 21, 20, 7, 6, 0]	[0.81, 0.187, 0.004, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12606	242.428	96.395	49.66996765136719	49	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12607	227.086	113.616	88.61751556396484	88	21	[21, 28, 27, 0, 35, 20, 34]	[0.996, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12608	203.723	66.99	30.256174087524414	30	13	[13, 20, 14, 21, 12, 19, 0]	[0.893, 0.106, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12609	231.642	95.318	38.94932556152344	38	21	[21, 28, 20, 14, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12610	227.284	91.203	74.21050262451172	74	21	[21, 14, 28, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12611	231.589	45.773	52.0139045715332	52	14	[14, 7, 13, 21, 6, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12612	240.462	104.022	69.62906646728516	69	21	[21, 28, 27, 14, 20, 0, 35]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12613	242.2	59.451	35.21521759033203	35	14	[14, 21, 13, 7, 20, 0, 6]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12614	207.173	94.574	63.882999420166016	63	21	[21, 20, 27, 28, 13, 19, 0]	[0.98, 0.019, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12615	237.352	87.054	62.509674072265625	62	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12616	235.546	60.1	25.317283630371094	25	14	[14, 21, 13, 20, 7, 0, 28]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12617	234.151	67.151	25.22174072265625	25	14	[14, 21, 13, 20, 7, 0, 28]	[0.907, 0.093, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12618	222.41	101.147	33.565345764160156	33	21	[21, 20, 28, 27, 14, 13, 0]	[0.996, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12619	217.329	67.132	62.15672302246094	62	21	[21, 14, 13, 20, 7, 6, 0]	[0.764, 0.223, 0.013, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12620	219.436	100.389	50.70172882080078	50	21	[21, 20, 28, 27, 14, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12621	240.955	94.948	48.03117370605469	48	21	[21, 28, 14, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12622	240.305	87.9	50.604225158691406	50	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12623	219.957	112.676	50.534271240234375	50	21	[21, 28, 27, 20, 35, 34, 0]	[0.84, 0.15, 0.009, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12624	232.231	81.799	52.09034729003906	52	21	[21, 14, 20, 13, 28, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Flt1	93	12625	214.493	93.144	38.15169906616211	38	21	[21, 20, 27, 28, 13, 14, 0]	[0.83, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Fn1	94	12626	236.359	83.184	23.46615982055664	23	21	[21, 14, 20, 28, 13, 0, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Fn1	94	12627	202.35	69.258	90.82710266113281	90	13	[13, 21, 14, 12, 19, 20, 0]	[0.829, 0.169, 0.001, 0.001, 0.0, 0.0, 0.0]	21.0
Fn1	94	12628	240.55	95.665	76.01004028320312	76	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Fn1	94	12629	209.936	106.47	55.815956115722656	55	21	[21, 27, 20, 28, 19, 26, 0]	[0.544, 0.405, 0.049, 0.002, 0.0, 0.0, 0.0]	21.0
Fos	95	12630	229.524	62.973	59.88630676269531	59	14	[14, 21, 13, 7, 20, 6, 0]	[0.983, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Fos	95	12631	215.26	70.919	55.17957305908203	55	13	[13, 21, 14, 20, 12, 7, 0]	[0.485, 0.363, 0.144, 0.008, 0.0, 0.0, 0.0]	21.0
Fosb	96	12632	222.803	78.73	62.28987503051758	62	21	[21, 14, 20, 13, 28, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Fosb	96	12633	215.469	47.898	51.01974868774414	51	13	[13, 14, 7, 6, 21, 20, 0]	[0.781, 0.219, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12634	234.576	98.923	75.87960815429688	75	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12635	226.593	102.54	65.49422454833984	65	21	[21, 28, 27, 20, 14, 13, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12636	243.651	74.952	79.90733337402344	79	21	[21, 14, 28, 13, 0, 7, 20]	[0.979, 0.021, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12637	194.993	95.727	47.7562370300293	47	20	[20, 27, 19, 21, 13, 26, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12638	236.179	57.964	39.9797477722168	39	14	[14, 21, 13, 7, 20, 6, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12639	221.203	98.011	61.06978225708008	61	21	[21, 28, 20, 27, 14, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12640	217.495	79.801	52.18252182006836	52	21	[21, 14, 20, 13, 28, 27, 0]	[0.984, 0.01, 0.005, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12641	232.018	89.504	87.28709411621094	87	21	[21, 14, 28, 20, 0, 27, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12642	214.714	71.463	5.681276798248291	5	20	[20, 13, 14, 21, 0, 28, 27]	[0.972, 0.016, 0.012, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12643	221.693	91.954	60.18943405151367	60	21	[21, 20, 28, 14, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12644	208.458	88.946	59.827545166015625	59	21	[21, 20, 13, 27, 14, 19, 0]	[0.768, 0.232, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12645	223.44	67.058	66.75141143798828	66	14	[14, 21, 13, 20, 7, 6, 0]	[0.943, 0.057, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12646	233.297	97.024	56.873653411865234	56	21	[21, 28, 14, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Glul	107	12647	220.176	93.669	54.02421569824219	54	21	[21, 20, 28, 14, 27, 13, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Gnb4	108	12648	229.402	92.568	27.653717041015625	27	21	[21, 20, 28, 14, 27, 13, 0]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Gnb4	108	12649	242.538	79.51	39.06905746459961	39	21	[21, 14, 20, 28, 13, 0, 7]	[0.989, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Id2	124	12650	241.942	124.511	25.192081451416016	25	28	[28, 21, 35, 27, 20, 0, 34]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Ifitm3	125	12651	233.741	88.741	69.64176177978516	69	21	[21, 14, 28, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Ifitm3	125	12652	241.027	98.252	72.26776885986328	72	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Ifitm3	125	12653	240.242	89.981	22.598329544067383	22	21	[21, 28, 14, 20, 0, 13, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Ifitm3	125	12654	227.727	86.986	40.980464935302734	40	21	[21, 20, 14, 28, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Igf2	126	12655	235.833	95.672	44.89780807495117	44	21	[21, 28, 20, 14, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12656	221.174	95.298	56.381683349609375	56	21	[21, 20, 28, 27, 14, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12657	223.596	73.668	9.6129150390625	9	20	[20, 21, 14, 13, 0, 28, 27]	[0.868, 0.095, 0.036, 0.002, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12658	226.631	126.453	44.925601959228516	44	28	[28, 27, 35, 21, 34, 20, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12659	247.479	94.515	62.529144287109375	62	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12660	245.471	86.54	55.11016082763672	55	21	[21, 14, 28, 20, 13, 0, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12661	210.843	73.094	35.17774200439453	35	20	[20, 13, 21, 14, 27, 12, 0]	[0.896, 0.08, 0.023, 0.001, 0.0, 0.0, 0.0]	21.0
Igfbp7	131	12662	243.979	77.47	51.74000549316406	51	21	[21, 14, 28, 20, 13, 0, 7]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12663	208.048	96.528	55.68611526489258	55	21	[21, 20, 27, 28, 13, 19, 0]	[0.91, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12664	235.564	68.717	64.9394302368164	64	21	[21, 14, 13, 20, 7, 28, 0]	[0.974, 0.026, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12665	238.079	102.294	57.03898239135742	57	21	[21, 28, 20, 27, 14, 0, 35]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12666	219.808	77.827	37.686981201171875	37	21	[21, 20, 14, 13, 28, 27, 0]	[0.994, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12667	238.774	88.441	65.14372253417969	65	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12668	236.96	125.962	44.671775817871094	44	28	[28, 21, 35, 27, 34, 20, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12669	225.178	86.691	51.899417877197266	51	21	[21, 20, 14, 28, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12670	248.301	100.925	68.69373321533203	68	21	[21, 28, 14, 27, 0, 20, 35]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12671	223.39	109.015	67.00851440429688	67	21	[21, 28, 27, 20, 35, 14, 0]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12672	212.671	77.17	60.32288360595703	60	21	[21, 20, 13, 14, 19, 27, 0]	[0.998, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12673	226.145	124.601	41.75627136230469	41	28	[28, 27, 21, 35, 20, 34, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12674	216.309	82.219	65.95931243896484	65	21	[21, 20, 14, 13, 28, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12675	226.084	104.419	40.52207565307617	40	21	[21, 28, 20, 27, 14, 13, 0]	[0.994, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12676	240.505	60.991	46.66373825073242	46	14	[14, 21, 7, 13, 20, 0, 6]	[0.968, 0.032, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12677	225.107	111.066	78.11976623535156	78	21	[21, 28, 27, 20, 35, 0, 14]	[0.993, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12678	215.231	92.168	38.417964935302734	38	21	[21, 20, 28, 27, 13, 14, 0]	[0.91, 0.09, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12679	227.692	106.173	25.483381271362305	25	21	[21, 28, 20, 27, 14, 0, 35]	[0.903, 0.097, 0.001, 0.0, 0.0, 0.0, 0.0]	21.0
Itm2a	133	12680	216.66	96.66	57.432594299316406	57	21	[21, 20, 28, 27, 14, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Junb	134	12681	236.715	103.331	43.58769607543945	43	21	[21, 28, 20, 27, 14, 35, 0]	[0.927, 0.073, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Junb	134	12682	242.176	75.976	41.54649353027344	41	21	[21, 14, 20, 13, 28, 7, 0]	[0.983, 0.017, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Junb	134	12683	214.406	66.781	73.48111724853516	73	21	[21, 13, 14, 20, 6, 7, 0]	[0.415, 0.401, 0.184, 0.0, 0.0, 0.0, 0.0]	21.0
Kctd12	139	12684	218.297	76.443	53.54720687866211	53	21	[21, 20, 14, 13, 28, 27, 0]	[0.938, 0.056, 0.005, 0.001, 0.0, 0.0, 0.0]	21.0
Kctd12	139	12685	206.497	104.541	44.749847412109375	44	20	[20, 27, 21, 28, 19, 13, 0]	[0.973, 0.026, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Kctd12	139	12686	214.696	70.623	77.62317657470703	77	21	[21, 14, 13, 20, 6, 12, 0]	[0.953, 0.027, 0.02, 0.001, 0.0, 0.0, 0.0]	21.0
Nek7	159	12687	233.661	59.281	61.06399917602539	61	14	[14, 21, 13, 7, 20, 6, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Nek7	159	12688	249.255	103.674	66.8270034790039	66	21	[21, 28, 14, 27, 20, 0, 35]	[0.998, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Nrn1	172	12689	203.777	98.181	56.27354049682617	56	20	[20, 27, 21, 19, 28, 13, 0]	[0.951, 0.049, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pcp4l1	182	12690	219.727	85.677	26.410058975219727	26	20	[20, 21, 14, 13, 28, 27, 0]	[0.623, 0.377, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pcp4l1	182	12691	194.887	78.541	65.13672637939453	65	20	[20, 13, 19, 12, 21, 14, 0]	[0.802, 0.18, 0.015, 0.002, 0.001, 0.0, 0.0]	21.0
Pcp4l1	182	12692	233.647	85.952	67.6705322265625	67	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12693	244.416	96.067	55.36686325073242	55	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12694	217.257	78.804	55.1909065246582	55	21	[21, 20, 14, 13, 28, 27, 0]	[0.999, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12695	186.892	92.231	64.94956970214844	64	19	[19, 20, 27, 26, 13, 12, 0]	[0.905, 0.094, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12696	220.181	94.394	53.60724639892578	53	21	[21, 20, 28, 27, 14, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12697	240.23	121.559	76.35105895996094	76	28	[28, 21, 35, 27, 0, 20, 34]	[0.944, 0.056, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12698	224.87	91.835	105.44143676757812	105	21	[21, 0, 28, 14, 27, 20, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12699	243.65	107.411	47.67219924926758	47	21	[21, 28, 27, 20, 14, 35, 0]	[0.973, 0.027, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12700	246.725	96.568	26.470510482788086	26	21	[21, 28, 14, 20, 0, 27, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12701	250.165	77.453	56.60321044921875	56	21	[21, 14, 28, 20, 13, 0, 7]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12702	231.54	90.16	45.71169662475586	45	21	[21, 20, 28, 14, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pglyrp1	188	12703	240.992	89.752	63.57554244995117	63	21	[21, 28, 14, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Plp1	190	12704	243.476	93.153	54.003753662109375	54	21	[21, 14, 28, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Plp1	190	12705	249.823	95.424	48.62061309814453	48	21	[21, 28, 14, 20, 27, 0, 13]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12706	233.921	88.363	61.267478942871094	61	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12707	221.266	116.732	89.7074966430664	89	21	[21, 28, 27, 0, 35, 20, 26]	[0.923, 0.073, 0.004, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12708	241.587	104.833	43.15201187133789	43	21	[21, 28, 20, 27, 14, 35, 0]	[0.995, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12709	234.162	115.063	37.674171447753906	37	28	[28, 21, 27, 20, 35, 0, 34]	[0.906, 0.094, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12710	249.017	56.532	58.99099349975586	58	14	[14, 21, 7, 13, 0, 6, 20]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12711	239.229	90.582	50.00263977050781	50	21	[21, 28, 14, 20, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12712	239.067	85.095	32.46161651611328	32	21	[21, 14, 20, 28, 13, 0, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12713	229.155	85.104	58.46249771118164	58	21	[21, 14, 20, 28, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12714	242.176	51.131	73.8527603149414	73	14	[14, 21, 7, 13, 6, 0, 20]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12715	224.358	136.709	46.490726470947266	46	28	[28, 35, 27, 34, 21, 20, 0]	[0.995, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12716	219.766	104.163	30.116289138793945	30	21	[21, 20, 28, 27, 14, 13, 0]	[0.934, 0.054, 0.012, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12717	215.863	62.24	25.925678253173828	25	13	[13, 14, 20, 21, 7, 0, 12]	[0.65, 0.343, 0.005, 0.002, 0.0, 0.0, 0.0]	21.0
Pltp	192	12718	228.696	96.22	28.112804412841797	28	21	[21, 20, 28, 14, 27, 13, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12719	221.813	105.054	41.82992935180664	41	21	[21, 28, 20, 27, 14, 13, 0]	[0.993, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12720	237.255	82.57	34.03573226928711	34	21	[21, 14, 20, 28, 13, 0, 27]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12721	216.044	87.62	61.439659118652344	61	21	[21, 20, 14, 13, 28, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pltp	192	12722	217.195	87.686	46.104164123535156	46	21	[21, 20, 14, 13, 28, 27, 0]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Pthlh	199	12723	218.718	78.865	33.396141052246094	33	20	[20, 21, 14, 13, 28, 27, 0]	[0.85, 0.143, 0.005, 0.002, 0.0, 0.0, 0.0]	21.0
Qk	201	12724	236.154	85.073	60.3078727722168	60	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Qk	201	12725	218.701	108.888	61.939414978027344	61	21	[21, 28, 27, 20, 35, 14, 0]	[0.759, 0.198, 0.042, 0.001, 0.0, 0.0, 0.0]	21.0
Qk	201	12726	208.013	92.02	42.82316589355469	42	20	[20, 21, 27, 13, 28, 14, 0]	[0.997, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Rgs12	212	12727	236.914	86.054	59.4429817199707	59	21	[21, 14, 28, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
Rgs12	212	12728	240.281	89.904	26.739017486572266	26	21	[21, 28, 14, 20, 13, 27, 0]	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	21.0
